"id","codigo","descripcion","nivel","nombre","ultimo_nivel","id_padre","codigo_nombre","id_clase","enviado_contabilidad","orden_jerarquico"
"2","1","DISTRIBUCIÓN",1,"DISTRIBUCIÓN",False,NULL,"1 - DISTRIBUCIÓN","421",True,"1000000000"
"3","1.1","AZUCAR",2,"AZUCAR",False,"2","1.1 - AZUCAR","421",True,"1001000000"
"4","1.1.1","AZUCAR BOLSA",3,"AZUCAR BOLSA",False,"3","1.1.1 - AZUCAR BOLSA","421",True,"1001001000"
"5","1.1.1.1","AZUCAR BOLSA 50K",4,"AZUCAR BOLSA 50K",True,"4","1.1.1.1 - AZUCAR BOLSA 50K","421",True,"1001001001"
"6","1.2","VARIOS",2,"VARIOS",False,"2","1.2 - VARIOS","421",True,"1002000000"
"7","1.1.1.2","AZUCAR BOLSA 25K",4,"AZUCAR BOLSA 25K",True,"4","1.1.1.2 - AZUCAR BOLSA 25K","421",True,"1001001002"
"8","1.1.1.3","AZUCAR BIGBAG",4,"AZUCAR BIGBAG",True,"4","1.1.1.3 - AZUCAR BIGBAG","421",True,"1001001003"
"9","1.1.2","AZUCAR FRACCIONADA",3,"AZUCAR FRACCIONADA",False,"3","1.1.2 - AZUCAR FRACCIONADA","421",True,"1001002000"
"10","1.1.2.1","AZUCAR FRACCIONADA AZPA",4,"AZUCAR FRACCIONADA AZPA",True,"9","1.1.2.1 - AZUCAR FRACCIONADA AZPA","421",True,"1001002001"
"11","1.1.2.2","AZUCAR FRACCIONADA AZUKITA",4,"AZUCAR FRACCIONADA AZUKITA",True,"9","1.1.2.2 - AZUCAR FRACCIONADA AZULITA","421",True,"1001002002"
"12","1.1.2.3","AZUCAR FRACCIONADA SARIC",4,"AZUCAR FRACCIONADA SARIC",True,"9","1.1.2.3 - AZUCAR FRACCIONADA SARIC","421",True,"1001002003"
"13","1.2.1","DERIVADOS LACTEOS",3,"DERIVADOS LACTEOS",False,"6","1.2.1 - LECHE EN POLVO","421",True,"1002001000"
"17","1.2.2","DERIVADOS HARINA DE ARROZ",3,"DERIVADOS HARINA DE ARROZ",False,"6","1.2.2 - QUESOS","421",True,"1002002000"
"19","1.2.3","PURE DE TOMATE",3,"PURE DE TOMATE",False,"6","1.2.3 - DULCE DE LECHE","421",True,"1002003000"
"22","1.2.4","ENLATADOS",3,"ENLATADOS",False,"6","1.2.4 - DERIVADOS LACTEOS","421",True,"1002004000"
"28","1.2.5","ACEITE",3,"ACEITE",False,"6","1.2.5 - ACEITE","421",True,"1002005000"
"123","1.2.6","GALLETAS",3,"GALLETAS",False,"6","1.2.6 - GALLETAS","421",True,"1002006000"
"124","1.2.7","YERBA",3,"YERBA",False,"6","1.2.7 - YERBA","421",True,"1002007000"
"125","1.2.8","ALIMENTO P/PERRO",3,"ALIMENTO P/PERRO",False,"6","1.2.8 - EDULCORANTE","421",True,"1002008000"
"126","1.2.9","ALIMENTO P/GATO",3,"ALIMENTO P/GATO",False,"6","1.2.9 - ALIMENTO P/GATO","421",True,"1002009000"
"127","1.2.10","EDULCORANTE",3,"EDULCORANTE",False,"6","1.2.10 - EDULCORANTE","421",True,"1002010000"
"128","1.2.11","MIXES",3,"MIXES",False,"6","1.2.11 - MIXES","421",True,"1002011000"
"129","1.2.12","ALMACEN CENTRAL",3,"ALMACEN CENTRAL",False,"6","1.2.12 - ALMACEN CENTRAL","421",True,"1002012000"
"130","1.2.13","LIMPIEZA PERSONAL/HOGAR",3,"LIMPIEZA PERSONAL/HOGAR",False,"6","1.2.13 - LIMPIEZA PERSONAL/HOGAR","421",True,"1002013000"
"131","1.2.14","ESENCIAS",3,"ESENCIAS",False,"6","1.2.14 - ESENCIAS","421",True,"1002014000"
"132","1.2.15","VINOS",3,"VINOS",False,"6","1.2.15 - VINOS","421",True,"1002015000"
"133","1.2.16","ALIMENTOS PREPARADOS",3,"ALIMENTOS PREPARADOS",False,"6","1.2.16 - ALIMENTOS PREPARADOS","421",True,"1002016000"
"134","1.2.17","INSUMOS INDUSTRIALES",3,"INSUMOS INDUSTRIALES",False,"6","1.2.17 - INSUMOS INDUSTRIALES","421",True,"1002017000"
"135","1.2.18","CIGARRILLOS ELECTRONICOS",3,"CIGARRILLOS ELECTRONICOS",False,"6","1.2.18 - CIGARRILLOS ELECTRONICOS","421",True,"1002018000"
"136","1.3","PRODUCTOS DE TERCEROS",2,"PRODUCTOS DE TERCEROS",False,"2","1.3 - PRODUCTOS DE TERCEROS","421",True,"1003000000"
"137","1.3.1","ALMACEN SUCURSAL",3,"ALMACEN SUCURSAL",False,"136","1.3.1 - ALMACEN SUCURSAL","421",True,"1003001000"
"138","1.3.2","CUIDADO PERSONAL",3,"CUIDADO PERSONAL",False,"136","1.3.2 - CUIDADO PERSONAL","421",True,"1003002000"
"139","1.3.3","CUIDADO HOGAR",3,"CUIDADO HOGAR",False,"136","1.3.3 - CUIDADO HOGAR","421",True,"1003003000"
"140","1.3.4","ZAPATILLAS TERCERIZADO",3,"ZAPATILLAS TERCERIZADO",False,"136","1.3.4 - ZAPATILLAS","421",True,"1003004000"
"141","1.2.1.1","LECHE ENTERA",4,"LECHE ENTERA",True,"13","1.2.1.1 - LECHE ENTERA","421",True,"1002001001"
"142","1.2.1.2","LECHE DESCREMADA",4,"LECHE DESCREMADA",True,"13","1.2.1.2 - LECHE DESCREMADA","421",True,"1002001002"
"143","1.2.1.3","LECHE INDUSTRIAL",4,"LECHE INDUSTRIAL",True,"13","1.2.1.3 - LECHE INDUSTRIAL","421",True,"1002001003"
"144","1.2.1.4","QUESO RALLADO",4,"QUESO RALLADO",True,"13","1.2.1.4 - QUESO RALLADO","421",True,"1002001004"
"145","1.2.1.5","DULCE DE LECHE POTE",4,"DULCE DE LECHE POTE",True,"13","1.2.1.5 - DULCE DE LECHE POTE","421",True,"1002001005"
"146","1.2.1.6","DULCE DE LECHE BALDE",4,"DULCE DE LECHE BALDE",True,"13","1.2.1.6 - DULCE DE LECHE BALDE","421",True,"1002001006"
"147","1.2.1.7","LECHE CONDENSADA LATA",4,"LECHE CONDENSADA LATA",True,"13","1.2.1.7 - LECHE CONDENSADA LATA","421",True,"1002001007"
"148","1.2.1.8","LECHE CONDENSADA TETRA",4,"LECHE CONDENSADA TETRA",True,"13","1.2.1.8 - LECHE CONDENSADA TETRA","421",True,"1002001008"
"149","1.2.1.9","LECHE CONDENSADA BAG",4,"LECHE CONDENSADA BAG",True,"13","1.2.1.9 - LECHE CONDENSADA BAG","421",True,"1002001009"
"150","1.2.1.10","CREMA DE LECHE TETRA",4,"CREMA DE LECHE TETRA",True,"13","1.2.1.10 - CREMA DE LECHE TETRA","421",True,"1002001010"
"151","1.2.1.11","CHOCOLATADA TETRA",4,"CHOCOLATADA TETRA",True,"13","1.2.1.11 - CHOCOLATADA TETRA","421",True,"1002001011"
"152","1.2.5.1","ACEITE DE OLIVA EXTRA VIRGEN",4,"ACEITE DE OLIVA EXTRA VIRGEN",True,"28","1.2.5.1 - ACEITE DE OLIVA","421",True,"1002005001"
"153","1.2.6.1","GALLETAS DE ARROZ",4,"GALLETAS DE ARROZ",True,"123","1.2.6.1 - GALLETAS DE ARROZ","421",True,"1002006001"
"154","1.2.6.2","GALLETAS DE MAIZ",4,"GALLETAS DE MAIZ",True,"123","1.2.6.2 - GALLETAS DE MAIZ","421",True,"1002006002"
"155","1.2.7.1","YERBA ORGANICA",4,"YERBA ORGANICA",True,"124","1.2.7.1 - YERBA ORGANICA","421",True,"1002007001"
"156","1.2.7.2","YERBA MOLIENDA FINA",4,"YERBA MOLIENDA FINA",True,"124","1.2.7.2 - YERBA MOLIENDA FINA","421",True,"1002007002"
"157","1.2.7.3","YERBA MOLIENDA GRUESA",4,"YERBA MOLIENDA GRUESA",True,"124","1.2.7.3 - YERBA MOLIENDA GRUESA","421",True,"1002007003"
"158","1.2.14.1","ESENCIA LIQUIDA",4,"ESENCIA LIQUIDA",True,"131","1.2.14.1 - ESENCIA LIQUIDA","421",True,"1002014001"
"159","1.2.10.1","EDULCORANTE LIQUIDO",4,"EDULCORANTE LIQUIDO",True,"127","1.2.10.1 - EDULCORANTE LIQUIDO","421",True,"1002010001"
"160","1.2.10.2","STEVIA",4,"STEVIA",True,"127","1.2.10.2 - STEVIA","421",True,"1002010002"
"161","1.2.2.1","BARRA DE ARROZ",4,"BARRA DE ARROZ",True,"17","1.2.2.1 - BARRA CROWIE","421",True,"1002002001"
"162","1.2.2.2","SNACK DE ARROZ",4,"SNACK DE ARROZ",True,"17","1.2.2.2 - SNACK CROWIE","421",True,"1002002002"
"163","1.2.3.1","PURE DE TOMATE TETRA",4,"PURE DE TOMATE TETRA",True,"19","1.2.3.1 - PURE DE TOMATE TETRA","421",True,"1002003001"
"164","1.2.11.1","MIX FRUTOS SECOS",4,"MIX FRUTOS SECOS",True,"128","1.2.11.1 - MIX FRUTOS SECOS","421",True,"1002011001"
"165","1.2.11.2","MIX MANI",4,"MIX MANI",True,"128","1.2.11.2 - MIX MANI","421",True,"1002011002"
"166","1.2.4.1","CHOCLO",4,"CHOCLO",True,"22","1.2.4.1 - CHOCLO","421",True,"1002004001"
"167","1.2.4.2","ARVEJA",4,"ARVEJA",True,"22","1.2.4.2 - ARVEJA","421",True,"1002004002"
"168","1.2.4.3","DURAZNO",4,"DURAZNO",True,"22","1.2.4.3 - DURAZNO","421",True,"1002004003"
"169","1.2.15.1","VINO TETRA",4,"VINO TETRA",True,"132","1.2.15.1 - VINO TETRA","421",True,"1002015001"
"170","1.2.15.2","VINO CLASICO BOTELLA",4,"VINO CLASICO BOTELLA",True,"132","1.2.15.2 - VINO CLASICO BOTELLA","421",True,"1002015002"
"171","1.2.15.3","VINO DULCE BOTELLA",4,"VINO DULCE BOTELLA",True,"132","1.2.15.3 - VINO DULCE BOTELLA","421",True,"1002015003"
"172","1.2.12.1","ARROZ TIPO I",4,"ARROZ TIPO I",True,"129","1.2.12.1 - ARROZ TIPO I","421",True,"1002012001"
"173","1.2.12.2","ARROZ TIPO II",4,"ARROZ TIPO II",True,"129","1.2.12.2 - ARROZ TIPO II","421",True,"1002012002"
"174","1.2.12.3","HARINA 000",4,"HARINA 000",True,"129","1.2.12.3 - HARINA 000","421",True,"1002012003"
"175","1.2.12.4","HARINA 0000",4,"HARINA 0000",True,"129","1.2.12.4 - HARINA 0000","421",True,"1002012004"
"176","1.2.12.5","HARINA LEUDANTE",4,"HARINA LEUDANTE",True,"129","1.2.12.5 - HARINA LEUDANTE","421",True,"1002012005"
"177","1.2.12.6","CAFE EN GRANOS",4,"CAFE EN GRANOS",True,"129","1.2.12.6 - CAFE EN GRANOS","421",True,"1002012006"
"178","1.2.12.7","CAFE MOLIDO",4,"CAFE MOLIDO",True,"129","1.2.12.7 - CAFE MOLIDO","421",True,"1002012007"
"179","1.2.12.8","CAFE INSTANTANEO",4,"CAFE INSTANTANEO",True,"129","1.2.12.8 - CAFE INSTANTANEO","421",True,"1002012008"
"180","1.2.12.9","TE",4,"TE",True,"129","1.2.12.9 - TE","421",True,"1002012009"
"181","1.2.12.10","MANTEQUILLA DE MANI",4,"MANTEQUILLA DE MANI",True,"129","1.2.12.10 - MANTEQUILLA DE MANI","421",True,"1002012010"
"182","1.2.16.1","PATES",4,"PATES",True,"133","1.2.16.1 - PATES","421",True,"1002016001"
"183","1.2.16.2","AP BANDEJAS",4,"AP BANDEJAS",True,"133","1.2.16.2 - AP BANDEJAS","421",True,"1002016002"
"184","1.2.16.3","AP LATAS",4,"AP LATAS",True,"133","1.2.16.3 - AP LATAS","421",True,"1002016003"
"185","1.2.8.1","ALIM P/PERRO FRACCIONADO",4,"ALIM P/PERRO FRACCIONADO",True,"125","1.2.8.1 - ALIMENTO P/PERRO FRACCIONADO","421",True,"1002008001"
"186","1.2.8.2","ALIM P/PERRO GRANEL",4,"ALIM P/PERRO GRANEL",True,"125","1.2.8.2 - ALIMENTO P/PERRO GRANEL","421",True,"1002008002"
"187","1.2.8.3","SNACK P/PERRO",4,"SNACK P/PERRO",True,"125","1.2.8.3 - SNACK P/PERRO","421",True,"1002008003"
"188","1.2.9.1","ALIM P/GATO FRACCIONADO",4,"ALIM P/GATO FRACCIONADO",True,"126","1.2.9.1 - ALIMENTO P/GATO FRACCIONADO","421",True,"1002009001"
"189","1.2.9.2","ALIM P/GATO GRANEL",4,"ALIM P/GATO GRANEL",True,"126","1.2.9.2 - ALIMENTO P/GATO GRANEL","421",True,"1002009002"
"190","1.2.13.1","PAPEL HIGIENICO",4,"PAPEL HIGIENICO",True,"130","1.2.13.1 - PAPEL HIGIENICO","421",True,"1002013001"
"191","1.2.13.2","SERVILLETA",4,"SERVILLETA",True,"130","1.2.13.2 - SERVILLETA","421",True,"1002013002"
"192","1.2.13.3","ROLLO DE COCINA",4,"ROLLO DE COCINA",True,"130","1.2.13.3 - ROLLO DE COCINA","421",True,"1002013003"
"193","1.2.18.1","CE BAR 500",4,"CE BAR 500",True,"135","1.2.18.1 - CE BAR 500","421",True,"1002018001"
"194","1.2.18.2","CE BAR 800",4,"CE BAR 800",True,"135","1.2.18.2 - CE BAR 800","421",True,"1002018002"
"195","1.2.18.3","CE BAR 3000",4,"CE BAR 3000",True,"135","1.2.18.3 - CE BAR 3000","421",True,"1002018003"
"196","1.2.18.4","CE D4",4,"CE D4",True,"135","1.2.18.4 - CE D4","421",True,"1002018004"
"197","1.2.18.5","CE D5",4,"CE D5",True,"135","1.2.18.5 - CE D5","421",True,"1002018005"
"198","1.2.18.6","CE ALIEN 7",4,"CE ALIEN 7",True,"135","1.2.18.6 - CE ALIEN 7","421",True,"1002018006"
"199","1.2.17.1","HILOS",4,"HILOS",True,"134","1.2.17.1 - HILOS","421",True,"1002017001"
"200","1.3.1.1","YERBA TERCERIZADO",4,"YERBA TERCERIZADO",True,"137","1.3.1.1 - YERBA TERCERIZADO","421",True,"1003001001"
"201","1.3.1.2","ENLATADOS TERCERIZADO",4,"ENLATADOS TERCERIZADO",True,"137","1.3.1.2 - ENLATADOS TERCERIZADO","421",True,"1003001002"
"202","1.3.1.3","CAFE EN GRANOS TERCERIZADO",4,"CAFE EN GRANOS TERCERIZADO",True,"137","1.3.1.3 - CAFE EN GRANOS TERCERIZADO","421",True,"1003001003"
"203","1.3.1.4","CAFE MOLIDO TERCERIZADO",4,"CAFE MOLIDO TERCERIZADO",True,"137","1.3.1.4 - CAFE MOLIDO TERCERIZADO","421",True,"1003001004"
"204","1.3.1.5","CAFE INSTANTANEO TERCERIZADO",4,"CAFE INSTANTANEO TERCERIZADO",True,"137","1.3.1.5 - CAFE INSTANTANEO TERCERIZADO","421",True,"1003001005"
"205","1.3.1.6","TE TERCERIZADO",4,"TE TERCERIZADO",True,"137","1.3.1.6 - TE TERCERIZADO","421",True,"1003001006"
"206","1.3.1.7","GOLOSINAS TERCERIZADO",4,"GOLOSINAS TERCERIZADO",True,"137","1.3.1.7 - GOLOSINAS TERCERIZADO","421",True,"1003001007"
"207","1.3.1.8","VARIOS ALMACEN SUCURSAL",4,"VARIOS ALMACEN SUCURSAL",True,"137","1.3.1.8 - VARIOS ALMACEN TERCERIZADO","421",True,"1003001008"
"208","1.3.2.1","MEDICAMENTOS",4,"MEDICAMENTOS",True,"138","1.3.2.1 - MEDICAMENTOS","421",True,"1003002001"
"209","1.3.2.2","HIGIENE PERSONAL",4,"HIGIENE PERSONAL",True,"138","1.3.2.2 - HIGIENE PERSONAL","421",True,"1003002002"
"210","1.3.2.3","REPELENTE",4,"REPELENTE",True,"138","1.3.2.3 - REPELENTE","421",True,"1003002003"
"211","1.3.2.4","CUIDADO BB",4,"CUIDADO BB",True,"138","1.3.2.4 - CUIDADO BB","421",True,"1003002004"
"212","1.3.2.5","VARIOS CUIDADO PERSONAL",4,"VARIOS CUIDADO PERSONAL",True,"138","1.3.2.5 - VARIOS CUIDADO PERSONAL","421",True,"1003002005"
"213","1.3.2.6","PAÑUELO DESECHABLE",4,"PAÑUELO DESECHABLE",True,"138","1.3.2.6 - PAÑUELO DESECHABLE","421",True,"1003002006"
"214","1.3.3.1","JABON/SUAVIZANTE P/ROPA",4,"JABON/SUAVIZANTE P/ROPA",True,"139","1.3.3.1 - JABON P/ROPA","421",True,"1003003001"
"215","1.3.3.2","CERA/AUTO BRILLO",4,"CERA/AUTO BRILLO",True,"139","1.3.3.2 - CERA/AUTO BRILLO","421",True,"1003003002"
"216","1.3.3.3","AROMATIZANTE",4,"AROMATIZANTE",True,"139","1.3.3.3 - AROMATIZANTE","421",True,"1003003003"
"217","1.3.3.4","INSECTICIDA/REPELENTE",4,"INSECTICIDA/REPELENTE",True,"139","1.3.3.4 - INSECTICIDA/REPELENTE","421",True,"1003003004"
"218","1.3.3.5","ANILINA/PEGAMENTO",4,"ANILINA/PEGAMENTO",True,"139","1.3.3.5 - ANILINA/PEGAMENTO","421",True,"1003003005"
"219","1.3.3.6","LIMPIEZA HOGAR",4,"LIMPIEZA HOGAR",True,"139","1.3.3.6 - LIMPIEZA HOGAR","421",True,"1003003006"
"220","1.3.3.7","HIGIENE MASCOTAS",4,"HIGIENE MASCOTAS",True,"139","1.3.3.7 - HIGIENE MASCOTAS","421",True,"1003003007"
"221","1.3.3.8","ALCOHOLES",4,"ALCOHOLES",True,"139","1.3.3.8 - ALCOHOLES","421",True,"1003003008"
"222","1.3.3.9","VARIOS CUIDADO HOGAR",4,"VARIOS CUIDADO HOGAR",True,"139","1.3.3.9 - VARIOS CUIDADO HOGAR","421",True,"1003003009"
"223","1.3.4.1","ZAPATILLAS NINOS",4,"ZAPATILLAS NINOS",True,"140","1.3.4.1 - ZAPATILLAS NINOS","421",True,"1003004001"
"224","1.3.4.2","ZAPATILLAS UNISEX",4,"ZAPATILLAS UNISEX",True,"140","1.3.4.2 - ZAPATILLAS UNISEX","421",True,"1003004002"
"225","1.3.4.3","ZAPATILLAS DAMAS",4,"ZAPATILLAS DAMAS",True,"140","1.3.4.3 - ZAPATILLAS DAMAS","421",True,"1003004003"
"226","2","FORESTAL",1,"FORESTAL",False,NULL,"2 - FORESTAL","421",True,"2000000000"
"228","2.1","FORESTAL PRODUCTOS",2,"FORESTAL PRODUCTOS",False,"226","2.1 - FORESTAL PRODUCTOS","421",True,"2001000000"
"229","2.1.1","MADERABLES FORESTAL",3,"MADERABLES FORESTAL",False,"228","2.1.1 - MADERABLES FORESTAL","421",True,"2001001000"
"230","2.1.1.1","MADERABLES",4,"MADERABLES",True,"229","2.1.1.1 - MADERABLES","421",True,"2001001001"
"231","2.1.2","ENERGETICOS FORESTAL",3,"ENERGETICOS FORESTAL",False,"228","2.1.2 - ENERGETICOS FORESTAL","421",True,"2001002000"
"232","2.1.2.1","ENERGETICOS",4,"ENERGETICOS",True,"231","2.1.2.1 - ENERGETICOS","421",True,"2001002001"
"233","2.1.3","FORESTAL OTROS",3,"FORESTAL OTROS",False,"228","2.1.3 - FORESTAL OTROS","421",True,"2001003000"
"234","2.1.3.1","PLANTINES",4,"PLANTINES",True,"233","2.1.3.1 - PLANTINES","421",True,"2001003001"
"235","2.1.4","REFRACTARIOS FORESTAL",3,"REFRACTARIOS FORESTAL",False,"228","2.1.4 - REFRACTARIOS","421",True,"2001004000"
"236","2.1.4.1","REFRACTARIOS PROD TERMINADOS",4,"REFRACTARIOS PROD TERMINADOS",True,"235","2.1.4.1 - REFRACTARIOS","421",True,"2001004001"
"237","3","GANADERIA",1,"GANADERIA",False,NULL,"3 - GANADERIA","421",True,"3000000000"
"238","3.1","GANADERIA HACIENDA",2,"GANADERIA HACIENDA",False,"237","3.1 - GANADERIA HACIENDA","421",True,"3001000000"
"239","3.1.1","GANADERIA HACIENDA VACUNA",3,"GANADERIA HACIENDA VACUNA",False,"238","3.1.1 - HACIENDA VACUNA","421",True,"3001001000"
"240","3.1.1.1","HACIENDA VACUNA",4,"HACIENDA VACUNA",True,"239","3.1.1.1 - HACIENDA VACUNA","421",True,"3001001001"
"241","3.1.2","GANADERIA HACIENDA EQUINA",3,"GANADERIA HACIENDA EQUINA",False,"238","3.1.2 - GANADERIA HACIENDA EQUINA","421",True,"3001002000"
"242","3.1.2.1","HACIENDA EQUINA",4,"HACIENDA EQUINA",True,"241","3.1.2.1 - HACIENDA EQUINA","421",True,"3001002001"
"243","2.1.4.2","REFRACTARIOS PROD EN PROCESO",4,"REFRACTARIOS PROD EN PROCESO",True,"235","2.1.4.2 - REFRACTARIOS PROD EN PROCESO","421",True,"2001004002"
"244","1.2.17.2","BOLSA PLASTICO",4,"BOLSA PLASTICO",True,"134","1.2.17.2 - BOLSA PLASTICO","421",True,"1002017002"
"245","4","SERVICIOS VARIOS",1,"SERVICIOS VARIOS",False,NULL,"4 - ARRENDAMIENTO / ALQUILERES","421",True,"4000000000"
"246","4.1","SERVICIOS COMERCIALES",2,"SERVICIOS COMERCIALES",False,"245","4.1 - ALQUILERES DE INMUEBLES","421",True,"4001000000"
"266","4.2","SERVICIOS ADMINISTRATIVOS",2,"SERVICIOS ADMINISTRATIVOS",False,"245","4.2 - SERVICIOS ARRENDAMIENTO","421",True,"4002000000"
"267","4.3","SERVICIOS FORESTALES",2,"SERVICIOS FORESTALES",False,"245","4.3 - SERVICIOS FORESTALES","421",True,"4003000000"
"268","4.1.1","ANTICIPOS DE CLIENTES COMERCIAL",3,"ANTICIPOS DE CLIENTES COMERCIAL",False,"246","4.1.1 - ANTICIPOS DE CLIENTES COMERCIAL","421",True,"4001001000"
"269","4.1.1.1","ANTICIPO DE CLIENTES COMERCIAL",4,"ANTICIPO DE CLIENTES COMERCIAL",True,"268","4.1.1.1 - ANTICIPO DE CLIENTES COMERCIAL","421",True,"4001001001"
"270","4.1.2","DESCUENTOS OTORGADOS COMERCIALES",3,"DESCUENTOS OTORGADOS COMERCIALES",False,"246","4.1.2 - DESCUENTOS OTORGADOS A CLIENTES","421",True,"4001002000"
"271","4.1.2.1","DESCUENTOS OTORGADOS A CLIENTES",4,"DESCUENTOS OTORGADOS A CLIENTES",True,"270","4.1.2.1 - DESCUENTOS OTORGADOS A CLIENTES","421",True,"4001002001"
"272","4.2.1","VENTAS ADMINISTRACION",3,"VENTAS ADMINISTRACION",False,"266","4.2.1 - VENTAS ADMINISTRACION","421",True,"4002001000"
"273","4.2.1.1","VENTAS VARIAS ADMINISTRACION",4,"VENTAS VARIAS ADMINISTRACION",True,"272","4.2.1.1 - VENTAS VARIAS ADMINISTRACION","421",True,"4002001001"
"274","4.2.1.2","SERVICIOS VARIOS ADMINISTRACION",4,"SERVICIOS VARIOS ADMINISTRACION",True,"272","4.2.1.2 - SERVICIOS VARIOS ADMINISTRACION","421",True,"4002001002"
"275","4.1.3","INTERESES COMERCIALES",3,"INTERESES COMERCIALES",False,"246","4.1.3 - INTERESES COMERCIALES COBRADOS","421",True,"4001003000"
"276","4.1.3.1","INTERESES COMERCIALES COBRADOS",4,"INTERESES COMERCIALES COBRADOS",True,"275","4.1.3.1 - INTERESES COMERCIALES COBRADOS","421",True,"4001003001"
"277","4.2.1.3","INTERESES FINANCIEROS COBRADOS",4,"INTERESES FINANCIEROS COBRADOS",True,"272","4.2.1.3 - INTERESES FINANCIEROS","421",True,"4002001003"
"278","4.1.4","GASTOS COMERCIALES A RECUPERAR",3,"GASTOS COMERCIALES A RECUPERAR",False,"246","4.1.4 - GASTOS COMERCIALES A RECUPERAR","421",True,"4001004000"
"279","4.1.4.1","INGRESO POR RECUPERO DE GASTOS COMERCIALES",4,"INGRESO POR RECUPERO DE GASTOS COMERCIALES",True,"278","4.1.4.1 - RECUPERO DE GASTOS COMERCIALES","421",True,"4001004001"
"280","4.2.1.4","RECUPERO DE GASTOS ADMINISTRATIVOS",4,"RECUPERO DE GASTOS ADMINISTRATIVOS",True,"272","4.2.1.4 - RECUPERO DE GASTOS ADMINISTRATIVOS","421",True,NULL
"281","4.2.1.5","VENTAS DE CREDITOS FISCALES",4,"VENTAS DE CREDITOS FISCALES",True,"272","4.2.1.5 - VENTAS DE CREDITOS FISCALES","421",True,NULL
